id,classificacao_da_ocorrencia,dt_da_ocorrencia,municipio,uf,regiao,fabricante,modelo
7762,Incidente,2018-03-21,SÃO PAULO,SP,Sudeste,AGUSTA,AW109SP
7759,Acidente,2018-03-14,MONTES CLAROS,MG,Sudeste,CESSNA AIRCRAFT,A152
7758,Acidente,2018-01-26,INACIOLÂNDIA,GO,Centro-Oeste,CESSNA AIRCRAFT,T188C
7758,Acidente,2018-01-26,INACIOLÂNDIA,GO,Centro-Oeste,CESSNA AIRCRAFT,T188C
7757,Incidente Grave,2018-03-18,TORRES,RS,Sul,PIPER AIRCRAFT,PA-34-200
5552,Acidente,2009-07-07,,PR,Sul,,
5118,Acidente,2006-10-13,,ES,Sudeste,PIPER AIRCRAFT,PA-34-200
7756,Incidente Grave,2018-03-18,IGARASSÚ,PE,Nordeste,KAIO AMARAL RANGEL,RV-7
7755,Incidente Grave,2018-03-18,MARAGOGI,AL,Nordeste,HENRIQUE DRUMOND LIMA DE OLIVEIRA,PARADISE P-1
7754,Incidente Grave,2018-03-17,BRAGANÇA PAULISTA,SP,Sudeste,NEIVA,56-C
7754,Incidente Grave,2018-03-17,BRAGANÇA PAULISTA,SP,Sudeste,NEIVA,56-C
7753,Acidente,2018-03-16,AVANHANDAVA,SP,Sudeste,NEIVA,EMB-201A
5387,Acidente,2002-08-20,,Indeterminado,,,
5665,Acidente,2002-11-20,,Indeterminado,,PZL-MIELEC,M18A
7752,Incidente,2018-03-16,CAMPINAS,SP,Sudeste,INPAER - INDÚSTRIA PAULISTA DE AERONÁUTI,CONQUEST 180 LSA
7526,Incidente,2017-09-20,BELO HORIZONTE,MG,Sudeste,BELL HELICOPTER,206B
7525,Acidente,2017-09-21,SANTO ANTÔNIO DO LEVERGER,MT,Centro-Oeste,DENNIS E. MOELLMAN,FOXTROT 4
7524,Ocorrência de Solo,2017-09-15,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A320-214
7523,Incidente,2017-09-17,GUARULHOS,SP,Sudeste,BOEING COMPANY,737-809
7522,Acidente,2017-09-15,CARACARAÍ,RR,Norte,CESSNA AIRCRAFT,U206F
7521,Incidente,2017-09-11,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,EMBRAER,ERJ 190-100 STD
7520,Incidente,2017-09-11,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,CESSNA AIRCRAFT,A185E
7519,Incidente,2017-09-07,CURITIBA,PR,Sul,EMBRAER,ERJ 190-100 IGW
7518,Incidente,2017-09-05,ARAPONGAS,PR,Sul,NEIVA,EMB-711ST
7516,Acidente,2017-09-02,SÃO FRANCISCO DE SALES,MG,Sudeste,STOCO AVIAÇÃO,300LS HUMMINGBIRD
7514,Incidente,2017-09-11,JOINVILLE,SC,Sul,PIPER AIRCRAFT,PA-34-220T
7517,Incidente,2017-08-02,RECUFE,PE,Nordeste,BOEING COMPANY,737-4Y0
7515,Incidente Grave,2017-09-06,CUIABÁ,MT,Centro-Oeste,NEIVA,EMB-711B
7229,Incidente,2017-02-07,RIO DE JANEIRO,RJ,Sudeste,AGUSTA,AW139
7228,Incidente,2017-04-11,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-251N
7227,Ocorrência de Solo,2017-04-05,NITEROI,RJ,Sudeste,HELIBRAS,AS 350 B2
7513,Incidente,2017-09-08,LONDRINA,PR,Sul,CESSNA AIRCRAFT,A150M
7512,Acidente,2017-09-03,ITAÍ,SP,Sudeste,,IPE-06
7511,Acidente,2017-09-06,PERDIZES,MG,Sudeste,THRUSH AIRCRAFT,S2R-H80
7510,Incidente,2017-09-07,BELO HORIZONTE,MG,Sudeste,BEECH AIRCRAFT,58
7236,Incidente,2017-05-04,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,560XLS
7235,Acidente,2017-04-23,CACHOEIRA DO SUL,RS,Sul,,RK-2
7234,Incidente,2017-04-20,SLAVADOR,BA,Nordeste,PIPER AIRCRAFT,PA-31T1
7233,Acidente,2017-04-14,CASSILÂNDIA,MS,Centro-Oeste,CESSNA AIRCRAFT,172N
7232,Acidente,2017-02-17,BOCA DO ACRE,AM,Norte,EMBRAER,EMB-202A
7231,Incidente,2017-02-04,BARRA VELHA,SC,Sul,EUROCOPTER FRANCE,EC 120 B
7230,Incidente,2017-02-13,COLATINA,ES,Sudeste,EMBRAER,EMB-500
7226,Incidente,2017-04-05,POUSO ALEGRE,MG,Sudeste,CESSNA AIRCRAFT,208B
7225,Acidente,2017-04-01,ARAGARÇAS,GO,Centro-Oeste,,CORSARIO MK III
7224,Acidente,2017-02-06,IPUÃ,SP,Sudeste,NEIVA,EMB-202A
7222,Incidente,2017-01-23,BRASÍLIA,DF,Centro-Oeste,BOEING COMPANY,737-76N
7990,Incidente,2011-02-26,RIO DE JANEIRO,RJ,Sudeste,CESSNA AIRCRAFT,170A
7989,Incidente,2011-03-01,RIO DE JANEIRO,RJ,Sudeste,HAWKER BEECHCRAFT,390
7223,Incidente,2017-01-18,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A321-231
7221,Incidente,2017-01-14,RIBEIRÃO PRETO,SP,Sudeste,AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA,BRAVO 700
7993,Incidente,2011-01-10,CAMPOS DOS GOYTACAZES,RJ,Sudeste,CESSNA AIRCRAFT,152
7506,Incidente,2017-07-03,GOIÂNIA,GO,Centro-Oeste,AERO BOERO,AB-115
7992,Incidente,2011-01-23,NATAL,RN,Nordeste,CESSNA AIRCRAFT,650
7991,Incidente,2011-02-06,SINOP,MT,Centro-Oeste,EMBRAER,ERJ 170-200 LR
7988,Incidente,2011-03-26,CAMPOS DOS GOYTACAZES,RJ,Sudeste,AERO BOERO,AB-115
7986,Incidente,2011-04-18,RIBEIRÃO PRETO,SP,Sudeste,ROBINSON HELICOPTER,R44 II
7987,Incidente,2011-04-07,CURITIBA,PR,Sul,AERO BOERO,AB-115
7985,Incidente,2011-04-29,MACAÉ,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
7750,Acidente,2018-03-15,BREVES,PA,Norte,HELIBRAS,AS 350 BA
7748,Acidente,2018-03-13,GUARIBA,SP,Sudeste,EMBRAER,EMB-202A
7749,Incidente,2018-03-11,TATUÍ,SP,Sudeste,CIRRUS DESIGN,SR22
7747,Acidente,2018-03-10,URUÇUÍ,PI,Nordeste,NEIVA,EMB-202
7746,Acidente,2018-03-11,CIANORTE,PR,Sul,AIR TRACTOR,AT-502B
7741,Incidente Grave,2018-03-07,JOÃO PESSOA,PB,Nordeste,,SANHAUA
7745,Incidente,2018-03-11,SÃO PAULO,SP,Sudeste,EMBRAER,EMB-820C NAVAJO
7744,Incidente,2018-03-07,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 LR
7743,Incidente,2018-03-08,NOBRES,MT,Centro-Oeste,BEECH AIRCRAFT,58
7742,Incidente Grave,2018-03-04,TEÓFILO OTONI,MG,Sudeste,PIPER AIRCRAFT,PA-34-220T
7741,Incidente Grave,2018-03-07,JOÃO PESSOA,PB,Nordeste,,SANHAUA
7740,Acidente,2018-03-07,SÃO DESIDÉRIO,BA,Nordeste,EMBRAER,EMB-202A
7739,Acidente,2018-03-08,JOINVILLE,SC,Sul,BELL HELICOPTER,206B
7738,Acidente,2018-03-06,AGUDO,RS,Sul,EMBRAER,EMB-202
7508,Incidente Grave,2017-09-05,PEDRALVA,MG,Sudeste,NEIVA,EMB-712
7507,Incidente,2017-09-03,GOIÂNIA,GO,Centro-Oeste,PIPER AIRCRAFT,PA-34-220T
7509,Acidente,2017-09-09,PETROLINA,PE,Nordeste,KELLERMAN HERBERTO,VELOCITY 173 RG
7505,Incidente,2017-08-29,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A320-214
7504,Acidente,2017-09-08,SÃO SEBASTIÃO DA BOA VISTA,PA,Norte,NEIVA,EMB-711B
7497,Incidente,2017-06-07,SÃO PAULO,SP,Sudeste,LEARJET,35A
7496,Incidente,2017-08-27,UBERLÂNDIA,MG,Sudeste,AERO BOERO,AB-115
7495,Incidente,2017-08-12,CAMPINAS,SP,Sudeste,LEARJET,45 (LEARJET 40)
7503,Acidente,2017-09-07,SANTARÉM,PA,Norte,CESSNA AIRCRAFT,T210L
7501,Incidente,2017-06-06,CURVELO,MG,Sudeste,CESSNA AIRCRAFT,510
7500,Incidente,2017-09-02,JUARA,MT,Centro-Oeste,NEIVA,EMB-810D
7499,Incidente Grave,2017-08-27,VILA VELHA,ES,Sudeste,FLYER LTDA,KOLBFLYER SS
7498,Incidente Grave,2017-08-31,MONTES CLAROS,MG,Sudeste,CESSNA AIRCRAFT,150M
7494,Incidente,2017-08-31,LENÇÓIS,BA,Nordeste,MITSUBISHI,MU-2B-36A
7220,Incidente,2016-12-26,PETROLINA,PE,Nordeste,AIRBUS S.A.S.,A320-214
7219,Ocorrência de Solo,2016-12-31,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 LR
7218,Acidente,2017-01-03,PALMARES DO SUL,RS,Sul,NEIVA,EMB-202
7217,Acidente,2016-12-27,MARAÚ,BA,Nordeste,EMBRAER,EMB-810C
7216,Acidente,2016-10-26,CORIBE,BA,Nordeste,EMBRAER,EMB-810C
7215,Incidente,2016-10-28,CAMPINAS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
7214,Incidente,2016-10-14,MANAUS,AM,Norte,AEROSPATIALE AND ALENIA,ATR-42-500
7213,Incidente,2016-10-27,GUARULHOS,SP,Sudeste,BOEING COMPANY,737-73V
7212,Incidente,2017-02-15,NORTELÂNDIA,MT,Centro-Oeste,EMBRAER,EMB-500
7211,Incidente,2017-02-20,BRAGANÇA PAULISTA,SP,Sudeste,CESSNA AIRCRAFT,152
7210,Acidente,2017-02-23,GARUVA,SC,Sul,PIPER AIRCRAFT,PA-25-235
7984,Incidente,2011-05-18,BRASÍLIA,DF,Centro-Oeste,FOKKER,F28MK0100
7983,Incidente,2011-05-23,BRASÍLIA,DF,Centro-Oeste,AIRBUS S.A.S.,A319-132
7982,Incidente,2011-05-26,BELO HORIZONTE,MG,Sudeste,EUROCOPTER FRANCE,AS 350 B2
7979,Incidente,2011-06-28,CABO FRIO,RJ,Sudeste,EUROCOPTER FRANCE,EC 225 LP
7737,Incidente Grave,2018-03-06,TANGARÁ DA SERRA,MT,Centro-Oeste,PIPER AIRCRAFT,PA-34-200T
7981,Incidente,2011-05-28,RIO DE JANEIRO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
7980,Incidente,2011-06-22,MARABÁ,PA,Norte,NEIVA,EMB-721C
7735,Acidente,2018-01-28,RIO DE JANEIRO,RJ,Sudeste,ROBINSON HELICOPTER,R44
7734,Acidente,2018-02-19,NOVO HORIZONTE,SP,Sudeste,AERO BOERO,AB-115
7978,Incidente,2011-07-01,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A319-115
7736,Ocorrência de Solo,2018-01-24,OSASCO,SP,Sudeste,ROBINSON HELICOPTER,R44
7734,Acidente,2018-02-19,NOVO HORIZONTE,SP,Sudeste,AERO BOERO,AB-115
7733,Incidente,2018-02-17,SÃO PAULO,SP,Sudeste,AGUSTA,A109S
7732,Acidente,2018-02-22,TANGARÁ DA SERRA,MT,Centro-Oeste,NEIVA,EMB-202
7731,Acidente,2018-02-09,RIBEIRÃO CASCALHEIRA,MT,Centro-Oeste,LAVIASA,PA-25-260
7731,Acidente,2018-02-09,RIBEIRÃO CASCALHEIRA,MT,Centro-Oeste,LAVIASA,PA-25-260
7730,Ocorrência de Solo,2018-03-01,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A320-214
7729,Acidente,2018-02-15,CAMAPUÃ,MS,Centro-Oeste,NEIVA,EMB-712
7727,Acidente,2018-02-25,QUADRA,SP,Sudeste,CESSNA AIRCRAFT,172M
7728,Acidente,2018-02-22,SANTA RITA DO NOVO DESTINO,GO,Centro-Oeste,HELIBRAS,AS 350 B2
7726,Incidente,2018-02-24,MANAUS,AM,Norte,EMBRAER,EMB-820C CARAJA
7489,Incidente,2017-08-21,RIO DE JANEIRO,RJ,Sudeste,,
7488,Incidente,2017-08-17,GOIÂNIA,GO,Centro-Oeste,EMBRAER,ERJ 190-200 IGW
7487,Incidente,2017-08-10,CUIABÁ,MT,Centro-Oeste,EMBRAER,ERJ 190-100 IGW
7725,Acidente,2018-03-04,OSÓRIO,RS,Sul,QUINTINO ROMAGNA FILHO,QR-15P LARUS
7493,Incidente Grave,2017-08-20,CUIABÁ,MT,Centro-Oeste,CESSNA AIRCRAFT,210L
7492,Incidente,2017-08-29,SÃO PAULO,SP,Sudeste,FLYER LTDA,PELICAN 500 BR
7491,Incidente Grave,2017-08-27,VILA VELHA,ES,Sudeste,FLYER LTDA,KOLBFLYER SS
7490,Acidente,2017-08-20,PALMAS,TO,Norte,,FOX V-4
7486,Acidente,2017-08-22,MANAUS,AM,Norte,CESSNA AIRCRAFT,P210N
7485,Incidente,2017-08-20,GUARULHOS,SP,Sudeste,,
7484,Incidente,2017-08-16,VITÓRIA DA CONQUISTA,BA,Nordeste,EMBRAER,EMB-110E
7483,Incidente,2017-07-24,GOIÂNIA,GO,Centro-Oeste,AERO BOERO,AB-115
7482,Incidente Grave,2017-08-17,CAMPOS DOS GOYTACAZES,RJ,Sudeste,TWIN COMMANDER,500-B
7481,Incidente Grave,2017-07-19,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A319-115
7480,Incidente,2017-08-11,RIO BRANCO,AC,Norte,BEECH AIRCRAFT,58
7479,Incidente,2017-07-30,NOVO PROGRESSO,PA,Norte,BEECH AIRCRAFT,D35
7474,Incidente Grave,2017-08-08,OURILÂNDIA DO NORTE,PA,Norte,NEIVA,EMB-721D
7206,Acidente,2017-04-08,RIBEIRO GONÇALVES,PI,Nordeste,AIR TRACTOR,AT-802
7209,Incidente,2016-12-04,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A320-232
7208,Acidente,2017-04-10,POÇOS DE CALDAS,MG,Sudeste,CESSNA AIRCRAFT,208B
7207,Incidente,2017-04-06,SÃO PAULO,SP,Sudeste,MITSUBISHI,MU-2B-60
7205,Acidente,2017-04-13,YARA,MS,Centro-Oeste,AIR TRACTOR,AT-401B
7204,Ocorrência de Solo,2017-01-04,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A319-115
7203,Acidente,2017-01-04,MONTIVIDIU,GO,Centro-Oeste,CESSNA AIRCRAFT,A188B
7203,Acidente,2017-01-04,MONTIVIDIU,GO,Centro-Oeste,CESSNA AIRCRAFT,A188B
7202,Acidente,2017-01-05,GUARAPUAVA,PR,Sul,NEIVA,EMB-202
7201,Incidente,2016-12-07,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A319-115
7200,Incidente Grave,2016-12-02,BRAGANÇA PAULISTA,SP,Sudeste,SCODA AERONÁUTICA,SUPER PETREL LS
7199,Incidente,2016-12-01,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,500
7198,Acidente,2016-12-05,CRUZ MACHADO,PR,Sul,AEROBRAVO,BRAVO 700
7197,Incidente,2016-10-12,TAUBATÉ,SP,Sudeste,CESSNA AIRCRAFT,172
7975,Incidente,2011-07-16,DESCONHECIDO,AM,Norte,BOEING COMPANY,767-316F
7974,Incidente,2011-07-20,POÇOS DE CALDAS,MG,Sudeste,BOEING COMPANY,727-214F
7196,Incidente,2016-09-19,BRASÍLIA,DF,Centro-Oeste,AIR TRACTOR,AT-802
7977,Incidente,2011-07-04,JOINVILLE,SC,Sul,LEARJET,31
7976,Incidente,2011-07-15,RIO DE JANEIRO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
7973,Incidente,2011-08-03,CAMPOS DOS GOYTACAZES,RJ,Sudeste,EUROCOPTER FRANCE,AS 365 N3
7972,Incidente,2011-08-07,TABATINGA,AM,Norte,AEROSPATIALE AND ALENIA,ATR-42-500
7970,Incidente,2013-08-14,CAMPO GRANDE,MS,Centro-Oeste,EMBRAER,EMB-500
7969,Incidente,2014-06-11,ITÁPOLIS,SP,Sudeste,NEIVA,EMB-712
7971,Incidente,2011-08-12,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A319-115
7968,Incidente,2014-11-12,SANTARÉM,PA,Norte,AEROSPATIALE AND ALENIA,ATR-42-320
7967,Incidente,2014-12-20,LONDRINA,PR,Sul,BEECH AIRCRAFT,G58
7966,Incidente,2015-02-05,MARABÁ,PA,Norte,CESSNA AIRCRAFT,208B
7965,Incidente,2015-02-08,BELO HORIZONTE,MG,Sudeste,HAWKER BEECHCRAFT,HAWKER 900XP
7724,Incidente,2018-02-01,SÃO PAULO,SP,Sudeste,HELIBRAS,AS 350 B3
7723,Incidente Grave,2018-02-14,PARAGUAÇU PAULISTA,SP,Sudeste,EMBRAER,EMB-202A
7722,Incidente,2018-03-01,GUARULHOS,SP,Sudeste,AIRBUS INDUSTRIE,A320-251N
7721,Acidente,2018-02-22,MANAUS,AM,Norte,NEIVA,EMB-720D
7716,Acidente,2018-02-27,BRAISLÂNDIA,MS,Centro-Oeste,BEECH AIRCRAFT,V35B
7715,Incidente Grave,2018-01-25,JUARA,MT,Centro-Oeste,AIR TRACTOR,AT-502B
7720,Acidente,2018-02-28,ITAITUBA,PA,Norte,NEIVA,EMB-710C
7720,Acidente,2018-02-28,ITAITUBA,PA,Norte,NEIVA,EMB-710C
7718,Acidente,2018-02-17,PORTO UNIÃO,SC,Sul,,
7717,Acidente,2018-02-26,ENTRE-IJUÍS,RS,Sul,EMBRAER,EMB-202A
7719,Incidente,2018-02-26,SÃO PAULO,SP,Sudeste,HAWKER BEECHCRAFT,C90GT
7715,Incidente Grave,2018-01-25,JUARA,MT,Centro-Oeste,AIR TRACTOR,AT-502B
7714,Incidente,2018-01-09,BELÉM,PA,Norte,EMBRAER,ERJ 190-200 LR
7471,Incidente,2011-02-05,ANGRA DOS REIS,RJ,Sudeste,LEARJET,31A
7470,Incidente,2011-05-12,SÃO PAULO,SP,Sudeste,AGUSTA,AW119MKII
7712,Incidente Grave,2018-02-22,BRASÍLIA,DF,Centro-Oeste,BOEING COMPANY,737-4B6
7473,Acidente,2017-08-12,LUZIÂNIA,GO,Centro-Oeste,AVENOR AUGUSTO MONTANDON,EXCEL CARGO
7469,Incidente,2010-03-24,RIO DE JANEIRO,RJ,Sudeste,,
7464,Incidente,2010-12-15,LONDRINA,PR,Sul,CESSNA AIRCRAFT,172G
7466,Incidente,2010-07-19,GUARULHOS,SP,Sudeste,,
7465,Incidente,2010-02-06,CRUZEIRO DO SUL,AC,Norte,EMBRAER,EMB-810D
7461,Incidente,2013-11-08,ITAJUBÁ,MG,Sudeste,EMBRAER,EMB-500
7460,Incidente,2010-08-04,MARINGÁ,PR,Sul,AERO BOERO,AB-115
7462,Incidente,2014-01-27,BRASÍLIA,DF,Centro-Oeste,BOEING COMPANY,737-86N
7459,Incidente,2015-02-18,RECIFE,PE,Nordeste,LEARJET,45 (LEARJET 40)
7458,Acidente,2015-06-17,SIQUEIRA CAMPOS,PR,Sul,DEVONSIR ZACHIAS PINTO,Girocóptero Tipo AC-4
7457,Acidente,2017-05-28,COXIM,MS,Centro-Oeste,PIPER AIRCRAFT,PA-34-220T
7456,Incidente,2002-03-05,BRASÍLIA,DF,Centro-Oeste,CESSNA AIRCRAFT,150H
7194,Acidente,2016-10-12,CARACARAÍ,RR,Norte,NEIVA,EMB-810D
7194,Acidente,2016-10-12,CARACARAÍ,RR,Norte,NEIVA,EMB-810D
7193,Incidente,2017-02-15,GUARULHOS,SP,Sudeste,BOEING COMPANY,767-316
7192,Ocorrência de Solo,2017-03-07,BRASÍLIA,DF,Centro-Oeste,ISRAEL AIRCRAFT,GULFSTREAM 200
7191,Acidente,2017-02-04,SÃO DESIDÉRIO,BA,Nordeste,EMBRAER,EMB-202A
7190,Acidente,2017-02-08,CARAVELAS,BA,Nordeste,CESSNA AIRCRAFT,210R
7190,Acidente,2017-02-08,CARAVELAS,BA,Nordeste,CESSNA AIRCRAFT,210R
7189,Incidente,2017-02-03,CURITIBA,PR,Sul,AIRBUS S.A.S.,A320-232
7963,Incidente,2015-05-16,IGARASSÚ,PE,Nordeste,CESSNA AIRCRAFT,152
7188,Acidente,2017-02-05,ITAITUBA,PA,Norte,CESSNA AIRCRAFT,210L
7188,Acidente,2017-02-05,ITAITUBA,PA,Norte,CESSNA AIRCRAFT,210L
7187,Incidente,2017-01-30,FOZ DO IGUAÇU,PR,Sul,BEECH AIRCRAFT,A36TC
7184,Incidente,2017-03-31,BELO HORIZONTE,MG,Sudeste,HAWKER BEECHCRAFT,G58
7183,Incidente,2017-04-05,JUNDIAÍ,SP,Sudeste,CESSNA AIRCRAFT,152
7186,Incidente Grave,2017-01-28,SALVADOR,BA,Nordeste,EMBRAER,ERJ 190-100 IGW
7185,Ocorrência de Solo,2017-01-27,ROSÁRIO DO SUL,RS,Sul,NEIVA,EMB-201A
7182,Ocorrência de Solo,2017-04-04,FORTALEZA,CE,Nordeste,BOEING COMPANY,737-4Y0
7181,Acidente,2017-03-13,PORTO ALEGRE DO NORTE,MT,Centro-Oeste,NEIVA,EMB-202
7964,Incidente,2015-03-10,ITAPEMA,SC,Sul,LEARJET,45 (LEARJET 40)
7962,Incidente,2015-06-10,JOINVILLE,SC,Sul,EMBRAER,EMB-810D
7961,Incidente Grave,2018-07-26,CAMPO GRANDE,MS,Centro-Oeste,EMBRAER,EMB-810D
7960,Incidente,2015-07-05,GOIÂNIA,GO,Centro-Oeste,NEIVA,EMB-721C
7959,Incidente,2015-07-07,UBERLÂNDIA,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
7954,Incidente,2017-06-13,PALMAS,TO,Norte,CESSNA AIRCRAFT,525A
7953,Incidente,2017-09-03,GOIÂNIA,GO,Centro-Oeste,AERO BOERO,AB-115
7951,Incidente,2018-01-18,CAMPO GRANDE,MS,Centro-Oeste,NEIVA,EMB-810D
7950,Incidente Grave,2018-05-17,IRAÍ DE MINAS,MG,Sudeste,AIR TRACTOR,AT-502B
7949,Incidente,2018-03-21,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A320-214
7948,Incidente,2018-07-23,PORTO FELIZ,SP,Sudeste,ROBINSON HELICOPTER,R44 II
7947,Ocorrência de Solo,2018-07-20,MANAUS,AM,Norte,AIRBUS S.A.S.,A330-243
7946,Ocorrência de Solo,2018-07-05,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,208B
7945,Acidente,2018-07-22,PAULA FREITAS,PR,Sul,PIPER AIRCRAFT,PA-34-220T
7944,Acidente,2018-07-21,RIO DE JANEIRO,RJ,Sudeste,MICROLEVE COM. E IND. LTDA,P2004 BRAVO
7943,Incidente,2018-07-20,SÃO PAULO,SP,Sudeste,CIRRUS DESIGN,SR22
7711,Incidente Grave,2018-02-03,BRAGANÇA PAULISTA,SP,Sudeste,NEIVA,EMB-711ST
7710,Acidente,2018-02-08,ARROIO GRANDE,RS,Sul,CESSNA AIRCRAFT,A188B
7709,Acidente,2018-02-18,SÃO DESIDÉRIO,BA,Nordeste,AIR TRACTOR,AT-502B
7708,Incidente Grave,2018-02-28,PASSO FUNDO,RS,Sul,NEIVA,56-B-1
7708,Incidente Grave,2018-02-28,PASSO FUNDO,RS,Sul,NEIVA,56-B-1
7707,Ocorrência de Solo,2018-01-25,RECIFE,PE,Nordeste,EMBRAER,ERJ 190-200 LR
7706,Incidente,2017-12-15,LONDRINA,PR,Sul,CESSNA AIRCRAFT,152
7704,Acidente,2018-01-19,GARIBALDI,RS,Sul,CESSNA AIRCRAFT,310Q
7703,Acidente,2018-01-18,JUIZ DE FORA,MG,Sudeste,NEIVA,56-B-1
7703,Acidente,2018-01-18,JUIZ DE FORA,MG,Sudeste,NEIVA,56-B-1
7455,Incidente,2017-08-09,BRASÍLIA,DF,Centro-Oeste,AIRBUS S.A.S.,A320-214
7702,Acidente,2018-01-13,FORMOSA DO RIO PRETO,BA,Nordeste,THRUSH AIRCRAFT,S2R-T34
7702,Acidente,2018-01-13,FORMOSA DO RIO PRETO,BA,Nordeste,THRUSH AIRCRAFT,S2R-T34
7454,Ocorrência de Solo,2017-07-28,VITÓRIA,ES,Sudeste,SIKORSKY AIRCRAFT,S-76C
7453,Acidente,2017-08-08,TEÓFILO OTONI,MG,Sudeste,CESSNA AIRCRAFT,210L
7453,Acidente,2017-08-08,TEÓFILO OTONI,MG,Sudeste,CESSNA AIRCRAFT,210L
7701,Acidente,2018-01-13,LINHARES,ES,Sudeste,ROBINSON HELICOPTER,R22 BETA
7700,Acidente,2018-01-23,ITAITUBA,PA,Norte,CESSNA AIRCRAFT,182P
7452,Acidente,2017-08-06,BOCA DO ACRE,AM,Norte,NEIVA,EMB-720D
7450,Incidente,2017-08-03,CURITIBA,PR,Sul,BOEING COMPANY,737-7EA
7451,Incidente,2017-08-04,FORMOSA,GO,Centro-Oeste,CESSNA AIRCRAFT,LC42-550FG
7449,Acidente,2017-08-01,SANTANA DO ARAGUAIA,PA,Norte,CESSNA AIRCRAFT,310R
7443,Incidente,2017-08-05,FOZ DO IGUAÇU,PR,Sul,,
7442,Incidente Grave,2017-08-02,JUNDIAÍ,SP,Sudeste,CESSNA AIRCRAFT,172R
7441,Incidente,2017-08-01,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A319-115
7440,Incidente,2017-07-01,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A320-214
7439,Incidente,2017-08-03,SÃO PAULO,SP,Sudeste,PIPER AIRCRAFT,PA-34-220T
7437,Incidente Grave,2017-07-28,VENÂNCIO AIRES,RS,Sul,Jader Rocha Dutra,WEGA XP-400
7436,Acidente,2017-07-27,COTIA,SP,Sudeste,CESSNA AIRCRAFT,182P
7435,Acidente,2017-07-30,IPERÓ,SP,Sudeste,,BALAO M 36
7434,Incidente,2017-07-16,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-232
7433,Acidente,2017-07-20,SANTO ANTONIO DO LEVERGER,MT,Centro-Oeste,CIRRUS DESIGN,SR20
7432,Incidente,2017-07-26,CURITIBA,PR,Sul,AIRBUS S.A.S.,A318-122
7431,Acidente,2017-07-24,PARÁ DE MINAS,MG,Sudeste,ANDRE BARBOSA S.,KR-2S
7430,Acidente,2007-08-04,RECIFE,PE,Nordeste,AEROMOT,AMT-200
7179,Incidente,2017-01-20,RIO DE JANEIRO,RJ,Sudeste,AGUSTA,AW139
7178,Incidente,2017-01-19,ITUPEVA,SP,Sudeste,CESSNA AIRCRAFT,510
7177,Incidente,2017-01-16,SÃO PAULO,SP,Sudeste,BELL HELICOPTER,206B
7176,Ocorrência de Solo,2017-04-29,PORTO ALEGRE,RS,Sul,EMBRAER,ERJ 190-200 LR
7175,Incidente Grave,2017-06-02,OURO,SC,Sul,DIMAR JEFERSON NEUWALD,North Land PA-18
7174,Incidente,2017-05-27,ITANHAÉM,SP,Sudeste,AGUSTA,AW139
7173,Incidente,2016-12-30,BARRO ALTO,GO,Centro-Oeste,PILATUS,PC-12/47
7172,Incidente,2017-02-03,BELÉM,PA,Norte,NEIVA,EMB-720D
7171,Incidente,2016-12-15,JUNDIAÍ,SP,Sudeste,CESSNA AIRCRAFT,510
7170,Incidente,2017-01-18,ARACAJU,SE,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
7169,Acidente,2017-01-18,CAMOCIM,CE,Nordeste,,
7168,Acidente,2016-12-23,NOVO HORIZONTE,SP,Sudeste,NEIVA,EMB-201A
7167,Acidente,2016-12-13,PRIMAVERA DO LESTE,MT,Centro-Oeste,AIR TRACTOR,AT-502B
